ISBN13,Author
9781900850308,Richard Zimler
9781903019696,Norman Jetmundsen
9780345425294,Lorenzo Carcaterra
9780451410313,Anne Frasier
9780553583465,Kay Hooper
9780380778553,Daphne Du Maurier
9780451525222,"Nathaniel Hawthorne,Leo Marx"
9780002740234,Nick Page
9780385336772,Laura Wolf
9780440949428,Lois Duncan
9780505524997,Susan Grant
9780140252804,Barbara Vine
9780451452757,Shirley Rousseau Murphy
9780812575484,Jane Lindskold
9780446517478,Robert James Waller
9780060801267,Betty Smith
9780061030147,"Cybill Shepherd,Aimee Lee Ball"
9780140250961,Stewart O'Nan
9780446527163,David Baldacci
9780671461492,Douglas Adams
9780385337632,Mary Lawson
9780395755143,Willa Cather
9780451206671,Olivia Goldsmith
9780330332774,Helen Fielding
9780486284736,"Jane Austen,Dover Thrift Editions"
9780671021740,Franklin W. Dixon
9780671047610,Franklin W. Dixon
9780671504281,Franklin W. Dixon
9780399138683,Lilian Jackson Braun
9780785263296,"Holly Virden,Michelle McKinney Hammond"
9780830714018,H. Norman Wright
9780345354938,Piers Anthony
9780553278224,Ray Bradbury
9783150000335,"Friedrich Schiller,Walter Schafarschik"
9783257203653,"Ray Bradbury,Peter Naujack"
9783257207521,"Raymond Chandler,Hans Wollschläger"
9783257208627,Ray Bradbury
9783257208634,"Ray Bradbury,Thomas Schlück"
9783257208665,"Ray Bradbury,Norbert Wölfl"
9783257210453,"Ray Bradbury,Alexander Schmitz"
9783257212051,Ray Bradbury
9783257212426,Ray Bradbury
9783257214154,"Ray Bradbury,Jürgen Bauer,Alastair Ker"
9783257216417,Ray Bradbury
9783257233056,"Paulo Coelho,Maralde Meyer-Minnemann"
9783423113601,Gabriel García Márquez
9783423116718,Fay Weldon
9783423241489,Arabella Weir
9783426605684,"Kiana Davenport,Margarete Längsfeld"
9783453212152,Sue Townsend
9783462021097,Renan Demirkan
9783492045643,"Michael Moore,Helmut Dierlamm,Heike Schlatterer"
9783498020866,"Jonathan Franzen,Bettina Abarbanell"
9783499110696,"J. D. Salinger,Annemarie Böll,Heinrich Böll,Elisab"
9783499151507,"J. D. Salinger,Annemarie Böll,Heinrich Böll"
9783518111000,"James Joyce,Hans Wollschläger"
9783548254265,Joanna Trollope
9783570300091,"Sue Townsend,Antoinette Gittinger"
9783596292646,Milan Kundera
9780060977498,Arundhati Roy
9780312872687,Robert S. Levinson
9780316602907,James Patterson
9780316693004,James Patterson
9780345311399,Richard North Patterson
9780345378491,Michael Crichton
9780345404794,Richard North Patterson
9780345433176,Lorna Landvik
9780375400117,Arthur Golden
9780375705854,Kent Haruf
9780380717019,Patricia D Cornwell
9780380718337,Patricia D. Cornwell
9780380754502,"Carol J. Farley,Tom Newsom"
9780380766543,Kathleen E. Woodiwiss
9780380807864,Kathleen E. Woodiwiss
9780385316897,Belva Plain
9780385497466,John Grisham
9780385508049,John Grisham
9780385509459,Mark Haddon
9780385511612,John Grisham
9780385730587,Ann Brashares
9780425164402,Erich Segal
9780440234968,Elizabeth Adler
9780446605489,James Patterson
9780446610391,Nicholas Sparks
9780449006528,John Saul
9780449911006,Lorna Landvik
9780451162076,Stephen King
9780451186645,Steve Thayer
9780452282155,Tracy Chevalier
9780515132908,Judith Kelman
9780553580389,Michael Palmer
9780590598842,Francine Hughes
9780590629713,Norman Bridwell
9780671023614,Patricia Cornwell
9780671027384,Dan Brown
9780684848785,Frank McCourt
9780743486224,Dan Brown
9780786863983,Malachy Mccourt
9780803251717,Mari Sandoz
9780804117937,Anne Perry
9781400031801,Alexander Mccall Smith
9781558742628,"Jack Canfield,Mark Victor Hansen,Barbara Bergman"
9780060987107,Gregory Maguire
9780151008117,Yann Martel
9780375704963,Ruth Rendell
9780525947646,Al Franken
9780804111355,Donna Tartt
9781558744158,"Jack Canfield,Mark Victor Hansen,Jennifer Read Haw"
9780435272685,John Milne
9780316782500,Anita Shreve
9780061020636,Terry Pratchett
9780060013110,Terry Pratchett
9780060199562,Terry Pratchett
9780060527792,"E. B. White,Garth Williams"
9780060563073,J. M. Barrie
9780060809027,Mary O'Hara
9780061040962,"Terry Pratchett,Paul Kidby"
9780061050473,Terry Pratchett
9780061052514,Terry Pratchett
9780061052521,Terry Pratchett
9780064472265,Louise Rennison
9780140620665,JANE AUSTEN
9780312148263,Kenneth Grahame
9780312156961,Bernard Cornwell
9780312890049,Charles De Lint
9780345431912,"Lord Dunsany,Neil Gaiman"
9780373836024,Georgette Heyer
9780375751516,"Oscar Wilde,Jeffrey Eugenides"
9780375801679,"Ted Hughes,Andrew Davidson"
9780375814242,"Roald Dahl,Quentin Blake"
9780375823350,Philip Pullman
9780375823459,Philip Pullman
9780375823466,Philip Pullman
9780380730445,Sue Townsend
9780380973835,Ray Bradbury
9780385327770,Donna Jo Napoli
9780394586236,A.S. Byatt
9780439510110,Tanuja Desai Hidier
9780440241416,Sophie Kinsella
9780451409256,Isabel Wolff
9780451523419,Louisa May Alcott
9780451526274,"Jane Austen,Margaret Drabble"
9780451526342,George Orwell
9780486415864,Charles Dickens
9780553280586,Isabel Allende
9780571197637,Barbara Kingsolver
9780670035267,"Ellen Datlow,Terri Windling,Charles Vess,Neil Gaim"
9780679423072,Charles Dickens
9780679751342,A.S. Byatt
9780684833392,Joseph Heller
9780743245029,John Galsworthy
9780749748005,Enid Blyton
9780749748029,Enid Blyton
9780963094421,Neil Gaiman
9781401201173,"Alan Moore,Kevin O'Neill,Ben Dimagmaliw"
9781563892271,"Neil Gaiman,Sam Kieth,Mike Dringenberg,Malcolm Jon"
9781563898587,Alan Moore
9781569716205,"Neil Gaiman,John Bolton"
9781592571307,Trudy Suggs
9780374270322,Tom Wolfe
9780375719189,Brady Udall
9780440235507,Homer Hickam
9780440237228,John Grisham
9781573225489,Pearl Abraham
9781853260674,Thomas Hardy
9780060977474,Sebastian Junger
9780345391698,Karen Armstrong
9780520011175,"Mary Barnard,Dudley Fitts"
9780553278743,David Brin
9780670856046,"T. C. Boyle,T. Coraghessan Boyle"
9780872200760,"Plato,Alexander Nehamas,Paul Woodruff"
9780937858998,"Lynda Madaras,Dane Saavedra,Jackie Aher"
9780671649944,Stephen Mccauley
9780590431118,Isabelle Holland
9780064470117,Pam Conrad
9780553571486,Lurlene Mcdaniel
9780972044202,Brian Kaufman
9780312963002,John Darnton
9780345430472,Martin Schenk
9780345435866,"David Eddings,Leigh Eddings"
9780380728725,Paul Reiser
9780380818402,"David G. Hartwell,Kathryn Cramer"
9780449912300,Dave Barry
9780553291988,John R. Holt
9780671018931,Theodore Beale
9780812541649,Frank M. Robinson
9780312988692,Mary Jane Clark
9780486282114,"Mary Shelley,Dover Thrift Editions"
9780670815371,Robert Westall
9780385313742,Robert B. Parker
9781575843360,Rita Chapman Works
9780684193953,Patricia Cornwell
9780345371980,"Douglas Adams,Mark Carwardine"
9780380730131,A. Manette Ansay
9781573228732,Sarah Waters
9789681500559,Anne Frank
9780380711109,Barry Lopez
9780452283916,Greg Palast
9780425120279,Tom Clancy
9780671534844,Andrea Kane
9780380728275,Nevada Barr
9780446606196,Margaret Maron
9780771076008,"Edna Barker,Shelagh Rogers"
9780771088193,Muriel Whitaker
9781559703239,John Irving
9783596214624,"William Golding,Hermann Stiehl"
9780062770509,HarperReference
9780671847548,LTD
9780060188733,Ann Patchett
9780140374247,"Roald Dahl,Lane Smith"
9780142001745,"Sue Monk; Sue Monk Kidd Kidd,Roseanne J. Serra (Co"
9780195086294,"Bob Thiele,Bob Golden,Steve Allen"
9780312995423,Dan Brown
9780380704583,Colleen Mccullough
9780380815920,Joanne Harris
9780385416344,John Grisham
9780385418492,Thomas Cahill
9780385424714,John Grisham
9780425098103,Michael Hudson
9780449005415,Jane Smiley
9780449202630,Dick Francis
9780449207543,Dick Francis
9780515128550,Nora Roberts
9780517577400,Douglas Adams
9780590450874,"Jean Marzollo,Walter Wick,Carol Devine Carson"
9780590481373,"Jean Marzollo,Walter Wick"
9780671036195,Barbara Delinsky
9780684177731,P. D. James
9780684180205,Arthur W. Upfield
9780743411264,Barbara Delinsky
9780743470384,Christopher Rice
9780762188574,Rex Stout
9780767905930,Joan Anderson
9780800706548,Vance Havner
9780801096679,Warren W. Wiersbe
9780849953019,Max Lucado
9780891091967,Larry Crabb
9780915811533,Barry Neil Kaufman
9780927545372,Bob Sjogren
9781575024172,Frederick J. Moody
9781880185001,Neal Pirolo
9780140345803,William Sleator
9780156528207,Antoine De Saint-Exupery
9780380012862,Richard Bach
9780451154910,Kevin Sullivan
9780785815143,Michele Morgan
9780875421285,Scott Cunningham
9781567184297,David Allen Hulse
9781567187960,Richard Webster
9781862047624,Bernard King
9780020437505,"Pat Hutchins,Pat Hutchins"
9780198320265,"William Shakespeare,Roma Gill"
9780373196982,Melissa McClone
9780373245581,Cheryl St. John
9780451527745,"Lewis Carroll,Martin Gardner"
9780671867119,Mary Higgins Clark
9780812504200,Mark Twain
9780060173289,Rebecca Wells
9780060973896,"Mary Crow Dog,Richard Erdoes"
9780061013515,Sebastian Junger
9780140104684,Linda Gordon
9780312143374,Florence King
9780316666343,Alice Sebold
9780394568942,Spalding Gray
9780440224679,Thomas Harris
9780449002636,Edward Rutherfurd
9780449213773,Margaret Atwood
9780452279698,Dorothy Allison
9780553569056,Margaret Atwood
9780679427438,Maya Angelou
9780679725398,Edith Wharton
9780802114365,Mary Brave Bird
9780803233010,"John G. Neihardt,Vine Deloria Jr."
9780819154941,Roland Warren
9780897322331,Johnny Molloy
9780940322974,"James McCourt,Wayne Koestenbaum"
9781573225120,Elizabeth Wurtzel
9781579651657,Bill Bradley
9781878424310,Don Miguel Ruiz
9780600586890,Paul Lester
9781853260629,Leo Tolstoy
9781857938012,Simon Nye
9780060804152,Robert A Johnson
9780140382655,Marc Gascoigne
9780152012960,Stephanie Maze
9780312283780,Sandra Dallas
9780345297709,Piers Anthony
9780345313096,Piers Anthony
9780345335463,Anne McCaffrey
9780345416841,David Gemmell
9780385333405,Laura Zigman
9780440211457,John Grisham
9780449212080,Margaret Truman
9780553582680,Mark C. Young
9780590947251,"Paula Danziger,Tony Ross"
9780743458290,"Richard A. Lupoff,Bruce Coville"
9780786913879,Carrie A. Bebris
9780801491825,Ellen Carol Dubois
9780816729913,Candice F. Ransom
9780843136685,"Sam Bobrick,Julie Stein,Price Stern Sloan"
9780866119535,"Anna, And Vogel, Malvina (Editor) Sewell"
9780866119566,"Charles Dickens,Marian Leighton"
9780870441660,"Donna K. Grosvenor,James L. Stanfield"
9781561561421,"Mary Wollstonecraft Shelley,D. J. Arneson,Eva Clif"
9780553210095,Nathaniel Hawthorne
9780553258523,Anne McCaffrey
9780688163723,Robert Westall
9781569471098,Valerie Block
9780553580990,Luanne Rice
9780316168816,Alice Sebold
9780140238280,T. Coraghessan Boyle
9780316314923,Ellen Gilchrist
9780345424716,John Irving
9780375414749,Tim Gautreaux
9780375726408,Richard Russo
9780385503853,Margaret Atwood
9780425156841,Jostein Gaarder
9780440226109,Anna Quindlen
9780452277335,Diane Johnson
9780553802481,Dean Koontz
9780671021009,Wally Lamb
9780767903578,Adeline Yen Mah
9780805063899,Barbara Ehrenreich
9780679777434,Dorothy Dunnett
9780553285345,John LeCarre
9780486285528,Singer Media Corporation
9780671002480,Olivia Goldsmith
9780812523386,Emily Dickinson
9780895774668,Hazel Harrison
9780020199090,Joseph Girzone
9780385495141,Joseph F. Girzone
9780679733829,Lorraine Anderson
9780842329125,"Tim LaHaye,Jerry B. Jenkins"
9780345451262,Ad Hudler
9780740700231,Josephine Carlton
9780380973545,"Ted L. Nancy,Jerry Seinfeld"
9780393321579,Francis Wheen
9780743424424,Stephen King
9780786868018,"Ellen Rimbauer,Joyce Reardon,Steven Rimbauer"
9780446610179,Sidney Sheldon
9780684854953,"Christopher Moore,Pamela Johnson"
9780743229876,Mary Higgins Clark
9780380617623,Robert Lacey
9780380732333,Tim Dorsey
9780385337137,Jodi Compton
9780440235057,Elmore Leonard
9780445402041,Elmore Leonard
9780618119769,Lynn Coady
9780871138644,John Lawton
9780026329859,Eileen Yin-Fei Lo
9780060621254,Tilden Edwards
9780060915544,Barbara Kingsolver
9780060917012,Barbara Kingsolver
9780060925000,Vikram Seth
9780060932756,Isabel Allende
9780061000287,Tony Hillerman
9780192815316,"Elizabeth Gaskell,Elizabeth Porges Watson"
9780312195519,Anita Diamant
9780380792665,Lauren Haney
9780393048971,Gerald Stern
9780399137808,Lilian Jackson Braun
9780399147395,Patricia Cornwell
9780451203045,Maeve Binchy
9780451410559,Martha Grimes
9780451523310,Henry James
9780486281964,Sarah Orne Jewett
9780486292946,William Carlos Williams
9780517626399,Rh Value Publishing
9780684824444,Edith Wharton
9780743458306,Harry Kemelman
9780812966664,Mil Millington
9780819215635,"Suzanne G. Farnham,Joseph P. Gill,R. Taylor McLean"
9780880011020,Czeslaw Milosz
9781561011520,Margaret Guenther
9781877727085,"Roberto Juarroz,Mary Crow"
9780486206172,"Hans Kmoch,Barnie F. Winkelman"
9780312278588,"Emma Mclaughlin,Nicola Kraus"
9780140370904,Paul Jennings
9780674511255,Mark E. Neely Jr.
9780030096181,"Stephen J. Weininger,Frank R. Stermitz"
9780312965747,Larry Katzenstein
9780345374653,David Steinman
9780395710906,Alfie Kohn
9780805210613,Paula Polk Lillard
9780823032617,David Lewis
9780679310006,Billie Livingston
9780312288112,Adele Lang
9780316171106,Jen Banbury
9780380710218,Patricia Daniels Cornwell
9780515118650,Catherine Coulter
9780553289060,Dominick Dunne
9780671000301,Clive Cussler
9780671673680,Mary Higgins Clark
9781561672035,John Pascal
9780425178249,"Carl Hiaasen,Diane Stevenson"
9780618173877,Jonathan Safran Foer
9780156027328,Yann Martel
9780375403583,Francesca Marciano
9780385721424,Julia Glass
9780451202345,Tawni O'Dell
9780743418195,Jennifer Weiner
9780385335409,Danielle Steel
9780965746823,Leon Hale
9780060923242,Russell Banks
9780486272665,Samuel Taylor Coleridge
9780786015276,"BRADLEY P WARSHAUER,Bradley P. Warshauer"
9780060913502,Bobbie Ann Mason
9780553272833,Nora Roberts
9780440225072,Karen Robards
9780312145545,Emma Lathen
9780425181119,Dean Koontz
9780380732685,Faye Kellerman
9780140286274,Jacquelyn Mitchard
9780373484102,Nora Roberts
9780449907481,Jane Smiley
9780553107302,Diane Mott Davidson
9780802138255,Candace Bushnell
9780515127836,Nora Roberts
9780345441133,Kristin Hannah
9780515134278,Michael Marshall
9780945586050,Allen Widome
9780385490993,John Grisham
9780385424721,John Grisham
9780312980382,Wilbur Smith
9780590419628,"Mike Thaler,Jared Lee"
9780385472951,John Grisham
9780451195661,Michael Slade
9780425182871,"John Sandford,John Camp"
9780553564525,Tami Hoag
9780553564518,Tami Hoag
9780743412629,Mary Higgins Clark
9780849943720,Ted Dekker
9780849943454,Angela Hunt
9780849943713,Ted Dekker
9780590406017,C. S. Lewis
9780020442400,C. S Lewis
9780553225983,Will Eisner
9780425177365,Robin Cook
9780671868710,Ann Rule
9780385498258,E. Lynn Harris
9780553202298,Linda Goodman
9780345313867,Anne Rice
9780345369949,Anne Rice
9780671701246,Judith Rossner
9780345353627,Marilyn French
9780308102286,Wayne W. Dyer
9780060171438,Armistead Maupin
9780805056495,Julie Morgenstern
9780679401377,Peter Straub
9781562827045,"James Maybrick,Shirley Harrison"
9780385306034,Danielle Steel
9780816152445,Barbara Taylor Bradford
9780821772959,Lisa Jackson
9780345379450,Sharyn McCrumb
9780553576924,Kay Hooper
9780743206051,Mary Higgins Clark
9780688169671,Cokie Roberts
9780439319553,"Shana Corey,Mark Teague"
9780590870153,"Jesse S. Ostrow,Charles Shaw"
9780307001160,"Justine Korman,Bill Langley,Ron Dias,Walt Disney P"
9780440441502,Patricia Reilly Giff
9780590687300,Beverly Cleary
9780439061643,K.A. Applegate
9780439569842,"Jane Yolen,Mark Teague"
9780307118707,Golden Books
9780590418850,Marvin Miller
9780307201522,Craig Boldman
9780816728732,"H. G. Wells,Raymond James,Jim Deal"
9780865050884,Bobbie Kalman
9780812519655,Mercedes Lackey
9780812524857,Mercedes Lackey
9780449211779,Dorothy Gilman
9781930722293,MoveOn.org
9780812521122,Mercedes Lackey
9780345251732,Christopher Finch
9781400077823,Charles Frazier
9780312995430,Julia Spencer-Fleming
9780312312626,Julia Spencer-Fleming
9780446394529,Fannie Flagg
9780590021111,Laura Ingall Wilder
9780684842677,"Frank McCourt,Brooke Zimmer,John Fontana"
9780553578690,Lisa Gardner
9780380709267,"Beverly Cleary,Tracy Dockray"
9780807565285,Gertrude Chandler Warner
9780312986766,Julia Spencer-Fleming
9780345413376,Philip Pullman
9780345413369,Philip Pullman
9780679893103,Philip Pullman
9780061096099,Lynn S. Hightower
9780345369062,Sharyn McCrumb
9780451184719,Sharyn McCrumb
9780449209127,Dorothy Gilman
9780060938451,Eric Schlosser
9780804119528,Suzanne Brockmann
9780060575809,Gail Carson Levine
9780060558864,Gail Carson Levine
9780767912914,Frances Kuffel
9780553298864,Susan Conant
9780385335676,David Schickler
9780440122098,Maeve Binchy
9780671525835,Judith McNaught
9780553279573,Ray Bradbury
9780061009051,JANET EVANOVICH
9780060930189,Sylvia Plath
9780516076270,Ilona Koidahl
9780679450436,Richard North Patterson
9780821775868,Fern Michaels
9780821770207,Fern Michaels
9780670855759,Betsy Byars
9780553562811,Bruce Sterling
9780446364195,James Patterson
9780446519137,Sarah Ban Breathnach
9780425179673,Alice Hoffman
9780061042942,Lisa Scottoline
9780399144462,"Spencer Johnson,Kenneth Blanchard"
9780965404563,Ian McEwan
9780060157814,"David Feldman,Kas Schwan"
9780060930707,Richard Bausch
9780312206765,Katie Fforde
9780316116022,James Burke
9780156013963,Bliss Broyard
9780385314015,Sara Paretsky
9780743444163,Charles Webb
9780618231614,Elizabeth Benedict
9781567920048,Stanley Morison; Brooke Crutchley (editor); Mike P
9780811203227,Henry Miller
9781573229142,David Whyte
9780787955670,"Thomas Cummings,Warren Bennis,Gretchen M. Spreitze"
9780425174487,Martha Beck
9780385496902,Desmond Tutu
9780446523998,"Clayborne Carson,Kris Shepard,Andrew Young"
9780140185218,"Jack Kerouac,Ann Charters"
9780684717258,"Martin Buber,Walter Kaufmann"
9780486272740,"Niccolò Machiavelli,N. H. Thompson"
9780062507242,Paul Monette
9780684801223,Ernest Hemingway
9781576737354,Melody Carlson
9780060083298,Alisa Kwitney
9780446672214,Billie Letts
9780140293241,Melissa Bank
9780807070710,"Rena Kornreich Gelissen,Heather Dune Macadam"
9780743213837,Moon Unit Zappa
9780345305473,Ted Mooney
9780061080517,Susan Wiggs
9780142000205,Gwyn Hyman Rubio
9780316735025,Elisabeth Robinson
9781931561464,Audrey Niffenegger
9780156007108,Anita Shreve
9780062517852,Tim Farrington
9780679767787,Mark Salzman
9780449911686,Chaim Potok
9780425169629,Scott Spencer
9780449207758,Chaim Potok
9780449245699,Chaim Potok
9780140029406,V. S. Naipaul
9780140021561,V. S. Naipaul
9782253004028,"Jean Giono,Anne-Marie Marina-Médiavilla"
9782253005278,"Alain-Fournier,Daniel Leuwers"
9782253006701,"Erich Maria Remarque,Alzir Hella,Olivier Bournac"
9782266084376,Roy Lewis
9782070362387,René Barjavel
9782266029469,"Alexandra David-Néel,Alexandra David-Néel"
9782253007104,"Charles Baudelaire,Marie-Jeanne Durry,Yves Florenn"
9782070417742,"Ray Bradbury,Jacques Chambon,Henri Robillot"
9782266033688,Radiguet
9782070384341,"Emile Zola,Henri Mitterand"
9782070538805,"Jean Giono,Willi Glasauer"
9782070334360,Louis Pergaud
9782290314951,Collectif
9782290005101,Robert A. (Anson) Heinlein
9783492207003,Sten Nadolny
9783499177750,"Cheryl Benard,Edit Schlaffer"
9783889774019,Christa Wichterich
9783502670001,John Blofeld
9780905762487,Christine Obbo
9783499222603,Christa Wichterich
9783746670058,Peter B Heim
9780140620429,Jane Austen
9783596144433,Hera Lind
9783442724680,"Arundhati Roy,Anette Grube"
9780385504201,Dan Brown
9780446525503,Nicholas Sparks
9780385500760,Jane Hamilton
9780399147012,Jack Higgins
9780670892969,Helen Fielding
9780688180638,A. Manette Ansay
9780316789080,Anita Shreve
9780451197276,Max Allan Collins
9780425184127,Dave Barry
9780151001002,David Guterson
9780385505833,John Grisham
9780679442790,"Bernhard Schlink,Carol Brown Janeway"
9780525943860,Eric Jerome Dickey
9780609605929,Kristin Hannah
9780060191924,Patricia Gaffney
9780743206044,Mary Higgins Clark
9780684864846,Barbara Delinsky
9780684867816,Richard Paul Evans
9780743406178,Marc Levy
9780380978533,Laney Katz Becker
9780679603351,John Irving
9780679410430,Vladimir Nabokov
9780446523561,Nicholas Sparks
9780671042554,Jennifer Lauck
9780679450443,Richard North Patterson
9780140107647,Joe Keenan
9780609606728,Jeanne Ray
9780446527798,Nicholas Sparks
9780446531337,Nicholas Sparks
9781570717253,Tony Parsons
9780060192631,Jane McCafferty
9780385420167,"Laura Esquivel,Cathleen Toelke,Carol &amp; Thomas"
9780345339713,J.R.R. Tolkien
9780525944638,Venise Berry
9780393040166,Sebastian Junger
9780399147128,Nora Roberts
9780670031047,Jan Karon
9780394574745,Cormac McCarthy
9780316969444,James Patterson
9780743230056,"Mary Higgins Clark,Carol Higgins Clark"
9780316693202,"James Patterson,Andrew Gross"
9780684868912,Richard Paul Evans
9780842336215,Travis Thrasher
9780399148583,"John McEnroe,John Kaplan"
9780684864327,Barbara Delinsky
9780525944836,Eric Jerome Dickey
9780345428905,Sally Mandel
9780451176813,Linda Lay Shuler
9780671525798,Paul Theroux
9780718144531,Dick Francis
9780446602082,Janet Dailey
9780394551425,"Claude Lanzmann,Simone De Beauvoir"
9780064407663,"Lemony Snicket,Brett Helquist"
9780007100224,Matthew Thomas
9782253148531,"Boris Vian,Noël Arnaud"
9782253043973,"Gabriel Garcia Marquez,Claude Couffon"
9782020315494,Luis Sepulveda
9780747549925,Hubert Selby
9780743462334,Jacob Weisberg
9780140253580,David Lodge
9780947782146,Lily Seafield
9780571203543,Philip Ardagh
9780349101774,Iain Banks
9780743222228,Jacob Weisberg
9781854795496,David Crombie
9780140292916,John Steinbeck
9781854795557,Michael O'Mara
9781858813097,Richard Brassey
9782871290919,"William Vance,Jean Van Hamme"
9780198604020,R. W. Holder
9781842151051,From The Editors Of Southwater
9782253063339,Bernard Werber
9781860198595,Andy Sloss
9780767908474,"Allan Zola Kronzek,Elizabeth Kronzek"
9781842040157,Charles L Squire
9780140622065,Gordon Jarvie
9780571209521,Philip Ardagh
9782264009302,Boris Vian
9781841952932,Alan Spence
9780890877562,"Helene Siegel,Karen Gillingham"
9781405200677,A A Milne
9780416196771,A. A. Milne
9780747538066,Eric Thompson
9780375501340,Elizabeth Strout
9780060927240,Russell Banks
9780316776967,David Sedaris
9781563410291,Leslie Feinberg
9780060934712,Neil Gaiman
9781886383425,Chris Anne Wolfe
9781888451085,Lauren Sanders
9780451450258,Gael Baudino
9781555835958,Lauren Maddison
9780395877562,Carol Anshaw
9780962893865,Jean Stewart
9781555834531,Emma Donoghue
9780393318432,Deborah E. McDowell
9780889740822,Karen X. Tulchinsky
9781563410444,Dorothy Allison
9781563899386,Jill Thompson
